"Suburb","Address","Rooms","Type","Price","Method","SellerG","Date","Distance","Postcode","Bedroom2","Bathroom","Car","Landsize","BuildingArea","CouncilArea","Lattitude","Longtitude"
"Armadale","553 Dandenong Rd","5","h",1525000,"PI","Jellis","07-05-16",6.3,"3143","8","2","2",693,176.366666666667,"Stonnington",-37.8638,145.0229
"Armadale","10 William St","1","h",1435000,"SP","Jellis","08-10-16",6.3,"3143","2","2","1",144,107,"Stonnington",-37.8564,145.0228
"Armadale","40 New St","2","h",1210000,"S","Marshall","12-11-16",6.3,"3143","2","1","0",249,96,"Stonnington",-37.8543,145.016
"Armadale","35 Northcote Rd","4","h",2801000,"S","Marshall","12-11-16",6.3,"3143","4","2","2",624,222,"Stonnington",-37.8536,145.0173
"Armadale","791 High St","3","h",1800000,"PI","RT","15-10-16",6.3,"3143","3","2","2",405,121,"Stonnington",-37.8545,145.0145
"Armadale","25 Llaneast St","4","h",2200000,"PI","Jellis","15-10-16",6.3,"3143","4","1","2",495,163,"Stonnington",-37.8613,145.0264
"Armadale","367 Dandenong Rd","6","h",5525000,"S","Marshall","17-09-16",6.3,"3143","5","3","4",1491,516,"Stonnington",-37.8602,145.013
"Armadale","34a Rose St","2","h",1125000,"S","RT","17-09-16",6.3,"3143","3","1","2",169,176.366666666667,"Stonnington",-37.851,145.0161
"Armadale","42 Rose St","3","h",2250000,"S","Marshall","17-09-16",6.3,"3143","3","3","1",301,176.366666666667,"Stonnington",-37.8511,145.0167
"Armadale","12 Auburn Gr","3","h",2360000,"S","hockingstuart","18-03-17",6.3,"3143","3","2","0",336,176.366666666667,"Stonnington",-37.8558,145.015
"Armadale","31 Hume St","2","h",1900000,"VB","Jellis","18-03-17",6.3,"3143","2","2","0",207,176.366666666667,"Stonnington",-37.8571,145.0224
"Armadale","19 Glassford St","3","h",2365000,"S","Marshall","18-06-16",6.3,"3143","3","2","1",316,176.366666666667,"Stonnington",-37.8521,145.019
"Armadale","14 New St","3","h",1300000,"VB","Jellis","18-06-16",6.3,"3143","2","1","2",212,106,"Stonnington",-37.8542,145.0149
"Armadale","63 Denbigh Rd","3","h",1900000,"S","Marshall","22-05-16",6.3,"3143","3","1","2",328,108,"Stonnington",-37.8559,145.0158
"Armadale","48 Barkly Av","3","h",1992000,"S","Jellis","23-04-16",6.3,"3143","3","1","2",399.730769230769,176.366666666667,"Stonnington",-37.8566,145.017995
"Armadale","75 Sutherland Rd","3","h",1285000,"S","Marshall","25-02-17",6.3,"3143","3","1","2",186,80,"Stonnington",-37.8554,145.0173
"Armadale","61 Union St","4","h",3660000,"S","Jellis","25-02-17",6.3,"3143","4","3","2",421,176.366666666667,"Stonnington",-37.8593,145.0275
"Armadale","7 Lambeth Av","4","h",2760000,"S","Marshall","27-06-16",6.3,"3143","4","2","2",399.730769230769,176.366666666667,"Stonnington",-37.8566,145.017995
"Armadale","44 Denbigh Rd","4","h",3625000,"S","Jellis","27-11-16",6.3,"3143","4","1","2",709,251,"Stonnington",-37.8574,145.016
"Armadale","44 Hampden Rd","4","h",4200000,"VB","Kay","27-11-16",6.3,"3143","4","3","3",563,333,"Stonnington",-37.8582,145.0138
"Armadale","4 Mercer Rd","3","h",3512500,"S","Marshall","27-11-16",6.3,"3143","3","2","2",617,285,"Stonnington",-37.8557,145.0264
"Armadale","17 Kooyong Rd","4","h",2000000,"PI","Marshall","28-05-16",6.3,"3143","4","3","4",544,176.366666666667,"Stonnington",-37.8611,145.0195
"Armadale","37 Lambeth Av","3","h",2865000,"S","Marshall","28-08-16",6.3,"3143","3","1","2",399.730769230769,176.366666666667,"Stonnington",-37.8566,145.017995
"Armadale","16 Llaneast St","5","h",2810000,"S","Marshall","28-08-16",6.3,"3143","5","2","2",617,176.366666666667,"Stonnington",-37.8611,145.0271
"Ascot Vale","30 Rothwell St","3","h",940000,"S","Nelson","03-12-16",5.9,"3032","3","1","2",298,108,"Moonee Valley",-37.7777,144.9195
"Ascot Vale","42 Archer Av","3","h",895000,"S","Nelson","04-02-16",5.9,"3032","3","1","2",480.518518518519,176.48275862069,"Moonee Valley",-37.7766,144.9066
"Ascot Vale","7 Francis St","3","h",1380000,"SP","Nelson","04-03-17",5.9,"3032","3","2","2",277,174,"Moonee Valley",-37.7777,144.9221
"Ascot Vale","44 The Parade","4","h",1850000,"S","Brad","04-03-17",5.9,"3032","4","3","1",478,270,"Moonee Valley",-37.7729,144.9179
"Ascot Vale","97 Walter St","3","h",1284000,"S","Woodards","04-03-17",5.9,"3032","3","1","2",623,176.48275862069,"Moonee Valley",-37.7758,144.9089
"Ascot Vale","98 Epsom Rd","3","h",971000,"SP","Nelson","04-06-16",5.9,"3032","3","2","2",285,128,"Moonee Valley",-37.775,144.9091
"Ascot Vale","8 Geddes St","2","h",710000,"PI","Nelson","04-06-16",5.9,"3032","2","1","1",214,77,"Moonee Valley",-37.7776,144.9142
"Ascot Vale","75 Maribyrnong Rd","6","h",2425000,"PI","Brad","04-06-16",5.9,"3032","6","3","2",1014,435,"Moonee Valley",-37.7721,144.9184
"Ascot Vale","119 Roseberry St","2","h",750000,"SP","Maddison","04-06-16",5.9,"3032","2","1","1",226,92,"Moonee Valley",-37.7745,144.9093
"Ascot Vale","25 Station Av","2","h",840000,"S","Brad","04-06-16",5.9,"3032","2","1","2",480.518518518519,176.48275862069,"Moonee Valley",-37.7766,144.9066
"Ascot Vale","10 Fenton St","2","h",1053000,"S","Nelson","06-08-16",5.9,"3032","2","1","1",269,109,"Moonee Valley",-37.7748,144.929
"Ascot Vale","10 McCully St","3","h",1377000,"S","Nelson","06-08-16",5.9,"3032","3","1","1",417,168,"Moonee Valley",-37.7756,144.9208
"Ascot Vale","120 Epsom Rd","3","h",970000,"S","Brad","07-05-16",5.9,"3032","3","1","2",350,125,"Moonee Valley",-37.7759,144.91
"Ascot Vale","47 Hurtle St","2","h",940000,"S","Nelson","07-05-16",5.9,"3032","2","1","1",330,176.48275862069,"Moonee Valley",-37.773,144.9049
"Ascot Vale","63 Kent St","2","h",751000,"PI","Nelson","07-05-16",5.9,"3032","2","1","1",118,79,"Moonee Valley",-37.7807,144.9288
"Ascot Vale","4 The Parade","2","h",950000,"SP","Raine","07-05-16",5.9,"3032","2","1","1",173,102,"Moonee Valley",-37.7731,144.9206
"Ascot Vale","41 Monash St","3","h",1230000,"S","Nelson","08-10-16",5.9,"3032","4","1","2",594,148,"Moonee Valley",-37.7819,144.9064
"Ascot Vale","83 Roseberry St","3","h",910000,"S","Raine","08-10-16",5.9,"3032","3","1","0",317,176.48275862069,"Moonee Valley",-37.7746,144.9112
"Ascot Vale","7a Station Av","2","h",872500,"PI","Jellis","08-10-16",5.9,"3032","2","1","2",480.518518518519,176.48275862069,"Moonee Valley",-37.7766,144.9066
"Ascot Vale","51 Francis St","2","h",770000,"PI","Nelson","10-09-16",5.9,"3032","2","1","1",226,87,"Moonee Valley",-37.7774,144.9186
"Ascot Vale","33 Dalgety Dr","3","h",960000,"S","Walshe","10-12-16",5.9,"3032","3","2","2",229,176.48275862069,"Moonee Valley",-37.7778,144.9065
"Ascot Vale","12 Mirams St","4","h",890000,"SP","Raine","10-12-16",5.9,"3032","4","1","1",300,185,"Moonee Valley",-37.7766,144.9143
"Ascot Vale","2 The Parade","2","h",965000,"S","Nelson","10-12-16",5.9,"3032","2","1","1",170,176.48275862069,"Moonee Valley",-37.7732,144.9206
"Ascot Vale","17 Aspect Av","4","h",1200000,"PI","Nelson","11-02-17",5.9,"3032","4","2","2",480.518518518519,176.48275862069,"Moonee Valley",-37.7766,144.9066
"Ascot Vale","78 The Parade","3","h",1440000,"S","Nelson","11-02-17",5.9,"3032","3","1","1",487,131,"Moonee Valley",-37.7725,144.9146
"Ascot Vale","11 Ascot St","2","h",955000,"S","Woodards","11-03-17",5.9,"3032","2","1","0",255,176.48275862069,"Moonee Valley",-37.7825,144.9208
"Ascot Vale","2 Farncomb St","3","h",801000,"S","Jellis","12-11-16",5.9,"3032","3","1","2",431,176.48275862069,"Moonee Valley",-37.781,144.9207
"Ascot Vale","6 Leonard Cr","3","h",770000,"SP","Rendina","12-11-16",5.9,"3032","3","1","2",480.518518518519,176.48275862069,"Moonee Valley",-37.7766,144.9066
"Ascot Vale","26 Newsom St","3","h",1000000,"PI","Brad","12-11-16",5.9,"3032","3","2","2",440,120,"Moonee Valley",-37.7746,144.9031
"Ascot Vale","8 Pentland St","3","h",1435000,"S","Nelson","12-11-16",5.9,"3032","3","2","2",532,147,"Moonee Valley",-37.7737,144.904
"Ascot Vale","52 Monash St","3","h",1425000,"PI","Jellis","13-08-16",5.9,"3032","3","2","2",495,139,"Moonee Valley",-37.7821,144.9055
"Ascot Vale","32 Myross Av","3","h",925000,"S","Nelson","13-08-16",5.9,"3032","3","1","2",480.518518518519,176.48275862069,"Moonee Valley",-37.7766,144.9066
"Ascot Vale","58 Fenton St","4","h",1340000,"S","Nelson","14-05-16",5.9,"3032","3","2","2",683,232,"Moonee Valley",-37.775,144.932
"Ascot Vale","70 Munro St","3","h",955000,"S","Brad","14-05-16",5.9,"3032","3","1","1",263,117,"Moonee Valley",-37.7753,144.9116
"Ascot Vale","1 Nairn Av","2","h",1075000,"PI","Jellis","14-05-16",5.9,"3032","2","1","2",480.518518518519,176.48275862069,"Moonee Valley",-37.7766,144.9066
"Ascot Vale","125 Epsom Rd","4","h",1100000,"VB","Nelson","15-10-16",5.9,"3032","4","2","5",559,195,"Moonee Valley",-37.7791,144.9136
"Ascot Vale","33 Hockey La","3","h",1255000,"S","Nelson","15-10-16",5.9,"3032","3","2","2",308,176.48275862069,"Moonee Valley",-37.7759,144.9338
"Ascot Vale","55 Hunt Cr","4","h",1483000,"S","Brad","15-10-16",5.9,"3032","4","2","2",480.518518518519,176.48275862069,"Moonee Valley",-37.7766,144.9066
"Ascot Vale","7 Angler Pde","4","h",1640000,"S","Raine","16-04-16",5.9,"3032","4","3","2",562,204,"Moonee Valley",-37.782,144.903
"Ascot Vale","26 Ayr St","6","h",1430000,"S","Nelson","16-04-16",5.9,"3032","4","2","1",461,286,"Moonee Valley",-37.78,144.9295
"Ascot Vale","57 The Parade","3","h",940000,"S","Nelson","16-04-16",5.9,"3032","3","3","1",491,127,"Moonee Valley",-37.7727,144.9136
"Ascot Vale","62 Mirams St","3","h",890000,"SP","Brad","16-07-16",5.9,"3032","3","1","1",242,110,"Moonee Valley",-37.7765,144.9114
"Ascot Vale","4 Morphett Av","4","h",1505000,"SP","Brad","16-07-16",5.9,"3032","4","2","2",480.518518518519,176.48275862069,"Moonee Valley",-37.7766,144.9066
"Ascot Vale","67 Hurtle St","3","h",1180000,"SP","Brad","17-09-16",5.9,"3032","3","2","2",617,149,"Moonee Valley",-37.7742,144.906
"Ascot Vale","95 Walter St","4","h",1480000,"S","Raine","17-09-16",5.9,"3032","4","2","2",597,180,"Moonee Valley",-37.7757,144.9088
"Ascot Vale","15 Bayview Tce","2","h",1150000,"S","Brad","18-03-17",5.9,"3032","2","1","1",387,176.48275862069,"Moonee Valley",-37.7734,144.9191
"Ascot Vale","57 Monash St","3","h",1350000,"S","Brad","18-03-17",5.9,"3032","3","1","3",575,176.48275862069,"Moonee Valley",-37.7828,144.9049
"Ascot Vale","54 South St","5","h",1905000,"S","Nelson","18-03-17",5.9,"3032","5","2","2",521,176.48275862069,"Moonee Valley",-37.7778,144.9261
"Ascot Vale","21A Geddes St","3","h",1037500,"S","Alexkarbon","19-11-16",5.9,"3032","3","1","2",506,110,"Moonee Valley",-37.7779,144.9133
"Ascot Vale","126 The Parade","2","h",1010000,"S","Brad","19-11-16",5.9,"3032","2","1","1",325,176.48275862069,"Moonee Valley",-37.7722,144.9117
"Ascot Vale","43 Bloomfield Rd","4","h",1430000,"S","Nelson","22-05-16",5.9,"3032","4","2","0",418,158,"Moonee Valley",-37.7766,144.9187
"Ascot Vale","3 Aspect Av","4","h",1070000,"S","Nelson","22-08-16",5.9,"3032","4","2","2",480.518518518519,176.48275862069,"Moonee Valley",-37.7766,144.9066
"Ascot Vale","45 Bloomfield Rd","3","h",1291000,"S","Brad","23-04-16",5.9,"3032","3","1","2",414,176.48275862069,"Moonee Valley",-37.7766,144.9185
"Ascot Vale","21 Middle St","3","h",1130000,"S","Nelson","23-04-16",5.9,"3032","3","2","1",272,157,"Moonee Valley",-37.7774,144.928
"Ascot Vale","78 Francis St","3","h",1135000,"S","Brad","24-09-16",5.9,"3032","3","1","1",296,104,"Moonee Valley",-37.777,144.9176
"Ascot Vale","25 Geddes St","4","h",950000,"PI","Nelson","24-09-16",5.9,"3032","4","2","1",298,147,"Moonee Valley",-37.7778,144.9131
"Ascot Vale","15 Mirams St","4","h",1345000,"S","Jellis","25-02-17",5.9,"3032","4","1","1",552,155,"Moonee Valley",-37.7769,144.9138
"Ascot Vale","44 Walter St","3","h",1381500,"S","Barry","25-02-17",5.9,"3032","3","2","2",416,168,"Moonee Valley",-37.7727,144.9055
"Ascot Vale","25 Dalgety Dr","3","h",940000,"S","Jellis","26-07-16",5.9,"3032","3","2","2",285,172,"Moonee Valley",-37.7778,144.9061
"Ascot Vale","7 Dalgety Dr","3","h",995000,"S","Nelson","26-07-16",5.9,"3032","3","2","1",314,177,"Moonee Valley",-37.7778,144.9042
"Ascot Vale","37 Epsom Rd","3","h",1050000,"SP","Frank","26-07-16",5.9,"3032","3","1","3",536,176.48275862069,"Moonee Valley",-37.7728,144.9076
"Ascot Vale","6 Waller Ct","3","h",786000,"S","Brad","26-07-16",5.9,"3032","3","2","1",576,120,"Moonee Valley",-37.7816,144.9217
"Ascot Vale","17 Ascot St","2","h",705000,"PI","Nelson","27-06-16",5.9,"3032","2","1","3",252,108,"Moonee Valley",-37.7825,144.9206
"Ascot Vale","19 Dunlop Av","3","h",660000,"PI","Nelson","27-06-16",5.9,"3032","3","1","2",480.518518518519,176.48275862069,"Moonee Valley",-37.7766,144.9066
"Ascot Vale","73 Kent St","2","h",760000,"PI","Nelson","27-06-16",5.9,"3032","2","1","1",124,77,"Moonee Valley",-37.7807,144.9285
"Ascot Vale","20 Charles St","3","h",1125000,"S","Nelson","27-11-16",5.9,"3032","3","1","2",480.518518518519,176.48275862069,"Moonee Valley",-37.7783,144.91
"Ascot Vale","32 Geddes St","4","h",1110000,"PI","Nelson","27-11-16",5.9,"3032","4","2","1",349,176.48275862069,"Moonee Valley",-37.7775,144.913
"Ascot Vale","30 Mirams St","4","h",1300000,"PI","Jellis","27-11-16",5.9,"3032","4","1","4",664,176.48275862069,"Moonee Valley",-37.7765,144.9132
"Ascot Vale","43 Mirams St","3","h",1060000,"PI","Nelson","27-11-16",5.9,"3032","3","1","1",555,176.48275862069,"Moonee Valley",-37.7767,144.9125
"Ascot Vale","45 Mirams St","3","h",1410000,"PI","Nelson","27-11-16",5.9,"3032","3","2","2",459,176.48275862069,"Moonee Valley",-37.7767,144.9124
"Ascot Vale","1 Bloomfield Rd","3","h",1305000,"S","Barry","28-05-16",5.9,"3032","2","1","1",278,166,"Moonee Valley",-37.7768,144.9223
"Ascot Vale","26 Milton St","3","h",932500,"S","Nelson","28-05-16",5.9,"3032","3","2","1",254,176.48275862069,"Moonee Valley",-37.7738,144.9215
"Ascot Vale","10 Ayr St","3","h",965000,"S","Alexkarbon","28-08-16",5.9,"3032","3","1","0",216,176.48275862069,"Moonee Valley",-37.7792,144.9297
"Ascot Vale","58 Bloomfield Rd","3","h",1215000,"S","Stockdale","28-08-16",5.9,"3032","3","1","1",452,175,"Moonee Valley",-37.7762,144.9174
"Ascot Vale","1 Myross Av","4","h",1800000,"S","Brad","28-08-16",5.9,"3032","4","2","2",480.518518518519,176.48275862069,"Moonee Valley",-37.7766,144.9066
"Ascot Vale","5 Doncaster St","4","h",1705000,"S","Jellis","30-07-16",5.9,"3032","4","2","4",598,273,"Moonee Valley",-37.7774,144.9104
"Ascot Vale","6 McCully St","3","h",970000,"S","Nelson","30-07-16",5.9,"3032","2","1","1",194,176.48275862069,"Moonee Valley",-37.7756,144.921
"Ascot Vale","75 Munro St","2","h",925000,"S","Barry","30-07-16",5.9,"3032","2","1","1",407,176.48275862069,"Moonee Valley",-37.7756,144.9105
"Ashburton","61 Dent St","4","h",2650000,"S","Marshall","03-09-16",11,"3147","4","3","2",753,399,"Boroondara",-37.8669,145.0767
"Ashburton","1 Wilgra Av","2","h",1820000,"S","Marshall","03-09-16",11,"3147","2","1","2",680.188888888889,210.5,"Boroondara",-37.86675,145.092
"Ashburton","69 Albion Rd","3","h",1670000,"S","Jellis","03-12-16",11,"3147","3","2","2",599,220,"Boroondara",-37.8673,145.0688
"Ashburton","51 Victory Bvd","2","h",1575000,"S","Jellis","04-03-17",11,"3147","2","1","2",679,210.5,"Boroondara",-37.869,145.0822
"Ashburton","50 Warner Av","4","h",1991000,"S","Jellis","04-03-17",11,"3147","4","2","2",680.188888888889,210.5,"Boroondara",-37.86675,145.092
"Ashburton","2 Benghazi Av","3","h",1425000,"S","Jellis","04-06-16",11,"3147","3","1","2",680.188888888889,210.5,"Boroondara",-37.86675,145.092
"Ashburton","3 Dunlop St","3","h",1555000,"S","Jellis","04-06-16",11,"3147","3","2","2",731,149,"Boroondara",-37.8666,145.0676
"Ashburton","36 Morotai Av","2","h",1417000,"S","Buxton","04-06-16",11,"3147","2","1","2",680.188888888889,210.5,"Boroondara",-37.86675,145.092
"Ashburton","60 Munro Av","5","h",1850000,"S","Fletchers","07-05-16",11,"3147","5","3","2",680.188888888889,210.5,"Boroondara",-37.86675,145.092
"Ashburton","1/6 Crete Av","3","h",780000,"S","Tim","08-10-16",11,"3147","3","1","2",680.188888888889,210.5,"Boroondara",-37.86675,145.092
"Ashburton","69a Munro Av","4","h",1942000,"S","Marshall","08-10-16",11,"3147","4","2","2",680.188888888889,210.5,"Boroondara",-37.86675,145.092
"Ashburton","16a Nicholas St","3","h",1100000,"PI","Marshall","08-10-16",11,"3147","3","3","2",276,178,"Boroondara",-37.8699,145.0778
"Ashburton","5 Nicholas St","3","h",1337000,"S","Buxton","08-10-16",11,"3147","3","1","2",583,112,"Boroondara",-37.8685,145.0786
"Ashburton","115 Ashburn Gr","8","h",2950000,"S","hockingstuart","10-09-16",11,"3147","9","7","4",1472,618,"Boroondara",-37.8729,145.0788
"Ashburton","33 Eleanor St","4","h",2215000,"SP","Marshall","10-09-16",11,"3147","4","2","1",681,210.5,"Boroondara",-37.8612,145.0858
"Ashburton","3a Mernda Av","4","h",1880000,"S","Fletchers","10-09-16",11,"3147","4","2","2",680.188888888889,210.5,"Boroondara",-37.86675,145.092
"Ashburton","1/1 Nairn St","3","h",1518000,"S","Jellis","10-09-16",11,"3147","3","2","2",516,145,"Boroondara",-37.8675,145.0668
"Ashburton","9 Gona Ct","3","h",1710000,"S","hockingstuart","10-12-16",11,"3147","3","1","2",806,101,"Boroondara",-37.8695,145.084
"Ashburton","45 Yuile St","3","h",1655000,"S","Jellis","10-12-16",11,"3147","3","1","3",780,152,"Boroondara",-37.8599,145.0815
"Ashburton","18 Alamein Av","3","h",1445000,"S","Jellis","12-11-16",11,"3147","3","1","2",680.188888888889,210.5,"Boroondara",-37.86675,145.092
"Ashburton","3 Lae Ct","3","h",1500000,"S","Jellis","12-11-16",11,"3147","3","1","2",680.188888888889,210.5,"Boroondara",-37.86675,145.092
"Ashburton","47 Yuile St","4","h",1550000,"VB","Marshall","12-11-16",11,"3147","4","2","2",780,180,"Boroondara",-37.86,145.0817
"Ashburton","36 Alamein Av","2","h",1356000,"S","Jellis","14-05-16",11,"3147","2","1","2",680.188888888889,210.5,"Boroondara",-37.86675,145.092
"Ashburton","6a Glen Rd","3","h",1662000,"S","Jellis","14-05-16",11,"3147","3","2","2",351,228,"Boroondara",-37.8742,145.07
"Ashburton","18 Glen Rd","3","h",1665000,"S","Jellis","15-10-16",11,"3147","3","2","3",702,145,"Boroondara",-37.8737,145.0695
"Ashburton","95 Nicholas St","2","h",1445000,"S","Jellis","16-04-16",11,"3147","2","1","2",704,210.5,"Boroondara",-37.8745,145.0738
"Ashburton","34 Munro Av","3","h",1600000,"S","Noel","16-07-16",11,"3147","3","1","2",680.188888888889,210.5,"Boroondara",-37.86675,145.092
"Ashburton","2a Lancaster St","3","h",980000,"VB","Fletchers","17-09-16",11,"3147","3","1","2",680.188888888889,210.5,"Boroondara",-37.86675,145.092
"Ashburton","29A Yuile St","5","h",3510000,"S","Jellis","18-03-17",11,"3147","5","5","2",755,444,"Boroondara",-37.8598,145.0796
"Ashburton","50a Baker Pde","4","h",1730000,"SP","hockingstuart","18-06-16",11,"3147","4","2","2",680.188888888889,210.5,"Boroondara",-37.86675,145.092
"Ashburton","34 Morotai Av","3","h",1570000,"S","Buxton","19-11-16",11,"3147","3","1","2",680.188888888889,210.5,"Boroondara",-37.86675,145.092
"Ashburton","4 Baker Pde","3","h",1500000,"S","hockingstuart","22-05-16",11,"3147","3","1","2",545,210.5,"Boroondara",-37.8605,145.0833
"Ashburton","26 Tarakan Av","3","h",1360000,"S","Tim","22-05-16",11,"3147","3","1","2",680.188888888889,210.5,"Boroondara",-37.86675,145.092
"Ashburton","15 Comas Gr","5","h",2752000,"S","Jellis","22-08-16",11,"3147","6","4","2",1075,390,"Boroondara",-37.8714,145.073
"Ashburton","56 Gloucester Rd","4","h",1600000,"VB","Jellis","22-08-16",11,"3147","4","2","2",680.188888888889,210.5,"Boroondara",-37.86675,145.092
"Ashburton","3 Mustang Ct","3","h",1500000,"VB","Jellis","22-08-16",11,"3147","3","2","2",710,139,"Boroondara",-37.8653,145.0897
"Ashburton","3/4 Annetta Av","3","h",1430000,"S","Jellis","23-04-16",11,"3147","3","1","2",680.188888888889,210.5,"Boroondara",-37.86675,145.092
"Ashburton","20 Alamein Av","3","h",1601000,"S","Tim","25-02-17",11,"3147","3","1","2",680.188888888889,210.5,"Boroondara",-37.86675,145.092
