"Suburb","Address","Rooms","Type","Price","Method","SellerG","Date","Distance","Postcode","Bedroom2","Bathroom","Car","Landsize","BuildingArea","YearBuilt","CouncilArea","Lattitude","Longtitude"
"Ashburton","19 Poulter St","3","h",1650000,"S","Marshall","28-08-16",11,"3147","3","1","1",697,164,"1947","Boroondara",-37.8636,145.0903
"Ashwood","18 Teck St","2","h",995000,"S","Tim","03-09-16",12.2,"3147","2","1","1",583,210.5,"1950","Monash",-37.8693,145.1082
"Ashwood","1/53 Winbirra Pde","4","h",1200000,"SP","Purplebricks","04-03-17",12.2,"3147","4","3","2",372,201,"2016","Monash",-37.8716,145.0999
"Ashwood","18 Montrose St","2","h",1075000,"VB","Jellis","04-06-16",12.2,"3147","2","1","2",695,114,"1950","Monash",-37.8694,145.0944
"Ashwood","4 Scenic Dr","4","h",1500000,"S","Fletchers","06-08-16",12.2,"3147","2","2","2",621,203,"2000","Monash",-37.8647,145.1023
"Ashwood","1/136 High Street Rd","3","h",761000,"PI","Fletchers","07-11-16",12.2,"3147","3","2","4",400,94,"1950","Monash",-37.8675,145.106
"Ashwood","35 Douglas St","3","h",1365000,"S","Fletchers","10-09-16",12.2,"3147","3","1","1",792,792,"1950","Monash",-37.864,145.0972
"Ashwood","95 Huntingdale Rd","4","h",1100000,"VB","Tim","10-12-16",12.2,"3147","3","2","2",803,152,"1970","Monash",-37.8621,145.1126
"Ashwood","58 Ashwood Dr","3","h",1631000,"S","Jellis","15-10-16",12.2,"3147","3","2","3",782,215,"1950","Monash",-37.8621,145.1021
"Ashwood","3 Harold St","4","h",1500000,"S","Buxton","15-10-16",12.2,"3147","4","2","1",593,255,"1930","Monash",-37.8655,145.096
"Ashwood","16 Scenic Dr","5","h",1529500,"S","Buxton","17-09-16",12.2,"3147","5","3","2",585,317,"2000","Monash",-37.8637,145.1024
"Ashwood","147 Huntingdale Rd","3","h",785000,"S","Buxton","19-11-16",12.2,"3147","3","1","1",557,210.5,"1960","Monash",-37.8671,145.1117
"Ashwood","17 Parkhill Dr","4","h",1240000,"S","Tim","19-11-16",12.2,"3147","4","2","2",766,192,"1950","Monash",-37.8629,145.1097
"Ashwood","4 Teck St","2","h",1110000,"S","Fletchers","24-09-16",12.2,"3147","2","1","1",586,86,"1950","Monash",-37.8683,145.1082
"Ashwood","14 Ashwood Dr","3","h",1305000,"S","Jellis","25-02-17",12.2,"3147","3","1","1",760,120,"1960","Monash",-37.858,145.1038
"Ashwood","1/2 Condah Ct","3","h",855000,"S","Noel","25-02-17",12.2,"3147","3","2","1",320,85,"1958","Monash",-37.87,145.1103
"Ashwood","4 Newbury Ct","3","h",1200000,"VB","Buxton","28-05-16",12.2,"3147","3","2","2",839,198,"1970","Monash",-37.8614,145.1098
"Avondale Heights","8 Norma Ct","3","h",850000,"S","Moonee","03-09-16",10.5,"3034","3","1","1",593,118,"1970","Moonee Valley",-37.7677,144.8674
"Avondale Heights","36 Wood St","4","h",806000,"S","Moonee","04-03-17",10.5,"3034","4","2","1",350,174.090909090909,"2008","Moonee Valley",-37.7676,144.859
"Avondale Heights","2 Arbor Tce","4","h",1155000,"S","Nelson","04-06-16",10.5,"3034","3","2","2",569,225,"2008","Moonee Valley",-37.7654,144.8655
"Avondale Heights","68 Thompson St","3","h",680000,"S","Nelson","06-08-16",10.5,"3034","3","1","2",570,120,"1970","Moonee Valley",-37.7591,144.8542
"Avondale Heights","97 Military Rd","3","h",627500,"SP","Moonee","08-10-16",10.5,"3034","3","1","1",550,143,"1970","Moonee Valley",-37.7632,144.8622
"Avondale Heights","3 Clive Ct","4","h",950000,"S","Moonee","10-12-16",10.5,"3034","4","3","3",761,281,"1970","Moonee Valley",-37.7524,144.8714
"Avondale Heights","8 Herbert St","3","h",705000,"S","Nelson","22-05-16",10.5,"3034","3","1","1",581,106,"1960","Moonee Valley",-37.7691,144.8575
"Avondale Heights","2 Hillman Ct","4","h",1100000,"VB","Brad","22-05-16",10.5,"3034","4","3","2",873,395,"1992","Moonee Valley",-37.7609,144.8639
"Avondale Heights","20 Westminster Dr","3","h",892500,"S","Nelson","22-05-16",10.5,"3034","3","1","1",586,118,"1965","Moonee Valley",-37.7642,144.8603
"Avondale Heights","1/24 Bordeaux St","2","h",522500,"S","Nelson","24-09-16",10.5,"3034","2","1","1",220,101,"1995","Moonee Valley",-37.756,144.8641
"Avondale Heights","72 Military Rd","4","h",680000,"PI","Nelson","24-09-16",10.5,"3034","4","2","2",554,140,"1960","Moonee Valley",-37.7649,144.8633
"Avondale Heights","2 Drake Ct","3","h",875000,"S","Edward","25-02-17",10.5,"3034","3","1","3",812,117,"1960","Moonee Valley",-37.765,144.8578
"Avondale Heights","109 North Rd","4","h",762000,"S","Nelson","26-07-16",10.5,"3034","4","2","2",589,150,"1961","Moonee Valley",-37.7573,144.8534
"Avondale Heights","10 Skewes St","3","h",805000,"S","Nelson","27-11-16",10.5,"3034","3","2","2",593,103,"1970","Moonee Valley",-37.7607,144.8581
"Avondale Heights","62 Skewes St","4","h",890000,"S","Moonee","27-11-16",10.5,"3034","4","2","4",585,174.090909090909,"1960","Moonee Valley",-37.757,144.8566
"Avondale Heights","43 Skewes St","3","h",634000,"S","Nelson","28-05-16",10.5,"3034","4","2","1",582,153,"1950","Moonee Valley",-37.7584,144.8568
"Avondale Heights","63 Doyle St","3","h",642000,"SP","Moonee","28-08-16",10.5,"3034","3","1","1",590,174.090909090909,"1960","Moonee Valley",-37.7567,144.8572
"Balaclava","18 Linton St","4","h",1819000,"S","Gary","03-09-16",6.6,"3183","3","2","1",244,180,"1900","Port Phillip",-37.8668,144.9928
"Balaclava","6 Blenheim St","3","h",1193000,"S","McGrath","18-06-16",6.6,"3183","3","1","1",178,100,"1920","Port Phillip",-37.8663,144.9948
"Balaclava","1/17 Albion St","2","h",981000,"S","Buxton","25-02-17",6.6,"3183","2","1","0",159,84,"1930","Port Phillip",-37.874,144.9933
"Balaclava","10 Grosvenor St","3","h",1690000,"S","McGrath","25-02-17",6.6,"3183","3","2","2",339,159,"1890","Port Phillip",-37.872,144.9909
"Balaclava","41 Marlborough St","3","h",1080000,"S","Buxton","27-06-16",6.6,"3183","3","1","1",157,140.6,"1928","Port Phillip",-37.8696,144.9925
"Balwyn","166 Gordon St","2","h",2100000,"S","Marshall","03-09-16",9.7,"3103","2","1","1",659,123,"1920","Boroondara",-37.8094,145.0807
"Balwyn","36 Narrak Rd","4","h",1800000,"VB","Marshall","03-09-16",9.7,"3103","4","2","2",715,218,"1985","Boroondara",-37.811,145.0958
"Balwyn","112 Belmore Rd","5","h",2570000,"PI","RT","03-12-16",9.7,"3103","5","3","2",715,420,"2009","Boroondara",-37.8028,145.0768
"Balwyn","27 Bevan St","4","h",2400000,"VB","RW","03-12-16",9.7,"3103","4","2","2",744,226,"1985","Boroondara",-37.8147,145.0748
"Balwyn","349 Union Rd","6","h",4000000,"VB","Jellis","03-12-16",9.7,"3103","6","4","7",2051,449,"1935","Boroondara",-37.8051,145.1016
"Balwyn","22 Yongala St","5","h",2250000,"PI","Noel","03-12-16",9.7,"3103","5","3","2",600,356,"2006","Boroondara",-37.8061,145.0801
"Balwyn","9/5 Boston Rd","3","h",1140000,"S","Nelson","04-06-16",9.7,"3103","3","2","2",175,262.958333333333,"1976","Boroondara",-37.8162,145.0771
"Balwyn","40 Metung St","5","h",2800000,"VB","Marshall","04-06-16",9.7,"3103","5","3","2",678,349,"2001","Boroondara",-37.8048,145.0708
"Balwyn","142 Balwyn Rd","2","h",1850000,"VB","Fletchers","06-08-16",9.7,"3103","3","1","1",1015,166,"1930","Boroondara",-37.8074,145.0826
"Balwyn","4/3 King St","3","h",700000,"VB","Marshall","07-05-16",9.7,"3103","3","1","1",188,110,"1970","Boroondara",-37.8065,145.065
"Balwyn","3 Westminster St","3","h",2125000,"SP","Jellis","07-05-16",9.7,"3103","3","2","2",699,252,"1985","Boroondara",-37.814,145.0966
"Balwyn","13 Naroo St","4","h",1800000,"PI","Jellis","08-10-16",9.7,"3103","3","2","2",577,200,"1948","Boroondara",-37.8032,145.0693
"Balwyn","1/18 Belmore Rd","3","h",905000,"S","Kay","10-12-16",9.7,"3103","3","1","2",281,150,"1995","Boroondara",-37.8013,145.0652
"Balwyn","316 Belmore Rd","4","h",1750000,"PI","Ascend","10-12-16",9.7,"3103","4","3","2",453,308,"2016","Boroondara",-37.8044,145.1006
"Balwyn","25 Percy St","5","h",2550000,"S","Marshall","10-12-16",9.7,"3103","5","3","2",642,262.958333333333,"1930","Boroondara",-37.8096,145.0735
"Balwyn","5 Millah Rd","4","h",3270000,"S","Fletchers","12-11-16",9.7,"3103","4","2","4",935,241,"1927","Boroondara",-37.8157,145.0795
"Balwyn","38 Frederick St","4","h",2730000,"S","RT","15-10-16",9.7,"3103","4","3","2",674,336,"1997","Boroondara",-37.8068,145.0786
"Balwyn","1/7 Boston Rd","3","h",1800000,"VB","Marshall","16-07-16",9.7,"3103","3","2","2",380,262.958333333333,"1980","Boroondara",-37.8161,145.0772
"Balwyn","29 Bevan St","4","h",2188000,"S","Marshall","19-11-16",9.7,"3103","4","2","2",752,253,"1981","Boroondara",-37.8149,145.0747
"Balwyn","262 Union Rd","4","h",3290000,"S","Jellis","22-05-16",9.7,"3103","4","3","2",1007,350,"1910","Boroondara",-37.8135,145.0995
"Balwyn","27 Metung St","4","h",2410000,"S","Fletchers","24-09-16",9.7,"3103","4","2","1",685,207,"1940","Boroondara",-37.8056,145.071
"Balwyn","26 Wills St","4","h",2000000,"PI","hockingstuart","27-06-16",9.7,"3103","3","1","2",739,291,"1930","Boroondara",-37.8039,145.0631
"Balwyn","165 Balwyn Rd","4","h",1900000,"S","Mandy","27-11-16",9.7,"3103","4","2","1",665,155,"1940","Boroondara",-37.8057,145.0825
"Balwyn","17 Knutsford St","3","h",3401000,"S","Jellis","27-11-16",9.7,"3103","3","2","1",706,166,"1930","Boroondara",-37.8161,145.0748
"Balwyn","47 Naroo St","3","h",1750000,"VB","Jellis","27-11-16",9.7,"3103","3","2","3",613,193,"1943","Boroondara",-37.8056,145.0688
"Balwyn","112 Belmore Rd","5","h",3020000,"PI","Jellis","28-05-16",9.7,"3103","5","3","2",715,420,"2009","Boroondara",-37.8028,145.0768
"Balwyn","12 Wills St","5","h",2450000,"S","Marshall","28-05-16",9.7,"3103","4","2","2",981,260,"1960","Boroondara",-37.8058,145.0627
"Balwyn","321a Union Rd","3","h",1500000,"SP","Noel","28-08-16",9.7,"3103","3","2","2",404,190,"2011","Boroondara",-37.8075,145.1011
"Balwyn","46 Yongala St","3","h",1850000,"S","Fletchers","28-08-16",9.7,"3103","3","1","1",607,262.958333333333,"1950","Boroondara",-37.8058,145.0781
"Balwyn","33 Power St","4","h",1700000,"VB","Marshall","30-07-16",9.7,"3103","3","1","1",672,115,"1935","Boroondara",-37.8099,145.0792
"Balwyn North","153 Doncaster Rd","3","h",1500000,"PI","Jellis","03-09-16",9.2,"3104","3","2","1",778,154,"1950","Boroondara",-37.7939,145.0789
"Balwyn North","19 Jacka St","4","h",3230000,"S","Jellis","03-09-16",9.2,"3104","4","4","3",1135,275,"1960","Boroondara",-37.8014,145.0892
"Balwyn North","25 Bolinda Rd","4","h",1905000,"S","Noel","03-12-16",9.2,"3104","4","2","2",647,185,"1955","Boroondara",-37.7917,145.0868
"Balwyn North","3 Dumblane St","5","h",3300000,"PI","hockingstuart","03-12-16",9.2,"3104","5","4","2",760,477,"2015","Boroondara",-37.7907,145.0907
"Balwyn North","30 Hood St","4","h",1900000,"VB","Fletchers","03-12-16",9.2,"3104","4","2","2",642,215,"1955","Boroondara",-37.7988,145.0726
"Balwyn North","36 Kenny St","3","h",2251000,"S","Marshall","03-12-16",9.2,"3104","3","1","2",888,137,"1950","Boroondara",-37.8002,145.0949
"Balwyn North","13 Riverview Rd","4","h",2205000,"PI","RW","03-12-16",9.2,"3104","4","2","2",750,214,"1950","Boroondara",-37.7906,145.0788
"Balwyn North","43 Sweyn St","3","h",1265000,"S","hockingstuart","03-12-16",9.2,"3104","3","2","1",347,160,"2011","Boroondara",-37.7947,145.1035
"Balwyn North","14 Kawarren St","4","h",1750000,"S","Kay","04-03-17",9.2,"3104","4","2","2",673,185,"1960","Boroondara",-37.7856,145.0918
"Balwyn North","88 Longview Rd","3","h",1450000,"VB","Jellis","04-03-17",9.2,"3104","3","1","2",665,124,"1950","Boroondara",-37.7862,145.0781
"Balwyn North","113 Maud St","4","h",2614000,"S","Fletchers","04-03-17",9.2,"3104","4","2","2",772,150,"1955","Boroondara",-37.7959,145.0787
"Balwyn North","6 Stuart Ct","4","h",1825000,"S","Fletchers","04-03-17",9.2,"3104","4","2","3",736,225,"1958","Boroondara",-37.7944,145.1028
"Balwyn North","325 Belmore Rd","5","h",3250000,"PI","Jellis","06-08-16",9.2,"3104","3","4","2",886,520,"2013","Boroondara",-37.804,145.0951
"Balwyn North","85 Tannock St","3","h",1575000,"PI","Noel","06-08-16",9.2,"3104","3","2","2",645,233.325581395349,"1953","Boroondara",-37.7851,145.0957
"Balwyn North","30 Clifton St","4","h",1572000,"S","hockingstuart","07-05-16",9.2,"3104","4","2","2",662,330,"1965","Boroondara",-37.798,145.1007
"Balwyn North","108 Bulleen Rd","5","h",1750000,"VB","Jellis","07-11-16",9.2,"3104","5","3","2",705,365,"2013","Boroondara",-37.7851,145.0775
"Balwyn North","5 Carrington St","4","h",1850000,"VB","Jellis","07-11-16",9.2,"3104","4","2","2",619,254,"1990","Boroondara",-37.8025,145.0843
"Balwyn North","3 Clive Ct","4","h",2130000,"PI","RW","08-10-16",9.2,"3104","4","3","2",1274,275,"1970","Boroondara",-37.7822,145.0907
"Balwyn North","7 Page St","5","h",3690000,"S","RW","08-10-16",9.2,"3104","4","4","2",624,154,"1967","Boroondara",-37.802,145.0797
"Balwyn North","8 Cash St","4","h",1740000,"VB","Jellis","10-09-16",9.2,"3104","4","2","2",610,275,"1993","Boroondara",-37.7843,145.0891
"Balwyn North","7 Grieve St","4","h",2575000,"PI","Jellis","10-09-16",9.2,"3104","4","3","2",657,355,"2006","Boroondara",-37.7981,145.0904
"Balwyn North","39 Kawarren St","4","h",1388800,"S","Jellis","10-09-16",9.2,"3104","3","2","1",517,247,"1970","Boroondara",-37.783,145.0926
"Balwyn North","185 Doncaster Rd","4","h",1702000,"PI","Jellis","10-12-16",9.2,"3104","4","2","2",715,233.325581395349,"1939","Boroondara",-37.7943,145.083
"Balwyn North","41 Helston St","4","h",1800000,"VB","Fletchers/One","10-12-16",9.2,"3104","4","2","4",587,165,"1960","Boroondara",-37.7841,145.0953
"Balwyn North","15 Moody St","4","h",2910000,"S","Marshall","10-12-16",9.2,"3104","4","3","2",1070,247,"1992","Boroondara",-37.7975,145.0716
"Balwyn North","141 Greythorn Rd","5","h",1500000,"S","hockingstuart","12-06-16",9.2,"3104","3","1","1",800,233.325581395349,"1950","Boroondara",-37.8023,145.0976
"Balwyn North","23a The Boulevard","5","h",2200000,"VB","Noel","12-06-16",9.2,"3104","5","3","2",900,355,"1955","Boroondara",-37.7868,145.0677
"Balwyn North","1 Bolinda Rd","3","h",1700000,"VB","Fletchers","13-08-16",9.2,"3104","3","2","3",763,168,"1960","Boroondara",-37.7935,145.0865
"Balwyn North","35 Corhampton Rd","3","h",1750000,"VB","Noel","13-08-16",9.2,"3104","2","1","2",854,233.325581395349,"1948","Boroondara",-37.7971,145.0672
"Balwyn North","56a Clifton St","3","h",1230000,"S","Noel","14-05-16",9.2,"3104","3","3","1",310,188,"2012","Boroondara",-37.7949,145.1014
"Balwyn North","2 Tudor Ct","7","h",2600000,"PI","Barry","14-05-16",9.2,"3104","5","3","3",637,529,"2008","Boroondara",-37.7898,145.0967
"Balwyn North","28 Walnut Rd","4","h",1950000,"S","Fletchers","14-05-16",9.2,"3104","3","3","2",665,232,"1970","Boroondara",-37.7889,145.0904
"Balwyn North","14 Dumblane St","5","h",1750000,"PI","RW","15-10-16",9.2,"3104","5","2","2",710,170,"1955","Boroondara",-37.7907,145.0916
"Balwyn North","64 Greythorn Rd","5","h",2000000,"S","Fletchers","15-10-16",9.2,"3104","5","2","2",1002,244,"1950","Boroondara",-37.796,145.0984
"Balwyn North","42 Maud St","3","h",1480000,"PI","Jellis","15-10-16",9.2,"3104","3","1","4",605,116,"1950","Boroondara",-37.7951,145.0696
"Balwyn North","54 Sutton St","3","h",1818000,"S","Fletchers","15-10-16",9.2,"3104","3","1","1",722,90,"1930","Boroondara",-37.7956,145.0829
"Balwyn North","48 Hosken St","4","h",2525000,"PI","Jellis","16-04-16",9.2,"3104","4","2","2",1235,196,"1960","Boroondara",-37.7988,145.089
"Balwyn North","17 Stephens St","4","h",3360000,"S","Assisi","16-04-16",9.2,"3104","4","3","1",904,420,"2003","Boroondara",-37.797,145.086
"Balwyn North","20 Ajax St","4","h",1620000,"S","Jellis","16-07-16",9.2,"3104","4","2","1",654,233.325581395349,"1960","Boroondara",-37.7885,145.0854
"Balwyn North","15 Illawarra Rd","3","h",1903000,"S","Noel","16-07-16",9.2,"3104","3","1","2",713,720,"1950","Boroondara",-37.7982,145.0816
"Balwyn North","12 Clifton St","4","h",1720000,"PI","Marshall","18-03-17",9.2,"3104","4","3","2",869,170,"1950","Boroondara",-37.8002,145.0999
"Balwyn North","9 Seattle St","4","h",1675000,"S","Fletchers","18-03-17",9.2,"3104","4","2","2",667,201,"1974","Boroondara",-37.7835,145.0883
"Balwyn North","9 Stephens St","5","h",4000000,"PI","Marshall","18-06-16",9.2,"3104","5","5","4",1364,518,"2013","Boroondara",-37.7961,145.0859
"Balwyn North","5 Grieve St","4","h",2205000,"S","Fletchers","19-11-16",9.2,"3104","4","2","2",1010,250,"1950","Boroondara",-37.7982,145.0903
"Balwyn North","28 Severn St","3","h",2100000,"VB","Jellis","19-11-16",9.2,"3104","3","2","3",949,175,"1940","Boroondara",-37.796,145.0696
"Balwyn North","3/1 Corhampton Rd","2","h",685000,"SP","Jellis","22-05-16",9.2,"3104","2","1","1",177,85,"1975","Boroondara",-37.7935,145.0679
"Balwyn North","85a Woodville St","3","h",1335000,"S","Fletchers","22-05-16",9.2,"3104","3","2","2",368,177,"2009","Boroondara",-37.7846,145.0935
"Balwyn North","41 Helston St","4","h",1900000,"VB","One","22-08-16",9.2,"3104","4","2","4",587,165,"1960","Boroondara",-37.7841,145.0953
"Balwyn North","19 Hedderwick St","4","h",1250000,"VB","Marshall","25-02-17",9.2,"3104","4","2","2",644,153,"1950","Boroondara",-37.7997,145.0993
"Balwyn North","34 Kawarren St","6","h",1900000,"S","Fletchers","25-02-17",9.2,"3104","6","3","2",808,233.325581395349,"1974","Boroondara",-37.7842,145.0921
"Balwyn North","430 Balwyn Rd","5","h",1875000,"PI","Fletchers","27-06-16",9.2,"3104","5","3","2",842,200,"1961","Boroondara",-37.7854,145.0869
"Balwyn North","43 Helston St","4","h",1530000,"PI","hockingstuart","27-06-16",9.2,"3104","4","2","2",701,198,"1960","Boroondara",-37.7839,145.0954
"Balwyn North","16 Nevada St","4","h",1700000,"VB","Jellis","27-06-16",9.2,"3104","3","2","5",754,175,"1960","Boroondara",-37.786,145.0886
"Balwyn North","233 Balwyn Rd","3","h",1320000,"S","Noel","27-11-16",9.2,"3104","3","1","0",635,233.325581395349,"1960","Boroondara",-37.7982,145.0839
"Balwyn North","11 Milfay Ct","3","h",1651000,"S","Nelson","27-11-16",9.2,"3104","3","1","2",657,151,"1960","Boroondara",-37.7895,145.0985
"Balwyn North","23A The Boulevard","5","h",1920000,"S","Marshall","27-11-16",9.2,"3104","5","3","2",900,355,"1955","Boroondara",-37.7868,145.0677
"Balwyn North","123 Winfield Rd","5","h",1560000,"S","RT","27-11-16",9.2,"3104","5","2","3",845,199,"1980","Boroondara",-37.7898,145.1021
"Balwyn North","15 Ellendale St","3","h",1038000,"S","Christopher","28-05-16",9.2,"3104","3","2","1",207,144,"2003","Boroondara",-37.7893,145.092
"Balwyn North","15 Maughan Pde","5","h",1660000,"PI","hockingstuart","28-05-16",9.2,"3104","4","3","2",737,193,"1950","Boroondara",-37.7975,145.0961
"Balwyn North","61 Ray Dr","3","h",1260000,"PI","hockingstuart","28-05-16",9.2,"3104","3","2","2",458,233.325581395349,"1997","Boroondara",-37.7908,145.0991
"Balwyn North","40 Stephens St","4","h",2150000,"PI","Noel","28-08-16",9.2,"3104","4","2","2",730,233.325581395349,"1960","Boroondara",-37.7993,145.0869
"Balwyn North","24 Willis St","3","h",1770000,"PI","Fletchers","28-08-16",9.2,"3104","3","2","1",720,147,"1955","Boroondara",-37.7938,145.0838
"Balwyn North","1 Tovey St","5","h",1836000,"S","Jellis","30-07-16",9.2,"3104","4","2","2",939,233.325581395349,"1957","Boroondara",-37.7998,145.0862
"Bentleigh","11 Rogers Rd","3","h",1425000,"S","Buxton","03-12-16",13,"3204","3","2","2",613,143,"1960","Glen Eira",-37.9311,145.0428
"Bentleigh","11A Mortimore St","3","h",1222500,"S","Ray","04-02-16",13,"3204","3","2","2",299,181,"2000","Glen Eira",-37.9272,145.0406
"Bentleigh","143 Patterson Rd","7","h",1005000,"S","Ray","04-06-16",13,"3204","7","3","4",607,217.19298245614,"1950","Glen Eira",-37.9269,145.047
"Bentleigh","13 Somers St","3","h",1317500,"S","Buxton","04-06-16",13,"3204","3","1","1",576,127,"1945","Glen Eira",-37.9149,145.0254
"Bentleigh","156 Patterson Rd","3","h",1110000,"S","Buxton","06-08-16",13,"3204","3","1","2",692,164,"1940","Glen Eira",-37.9263,145.04
"Bentleigh","8 Rose St","4","h",2435000,"S","Buxton","06-08-16",13,"3204","3","2","2",795,250,"1928","Glen Eira",-37.9166,145.0314
"Bentleigh","23 Yawla St","3","h",1500000,"PI","hockingstuart","07-05-16",13,"3204","3","2","1",565,222,"1940","Glen Eira",-37.9134,145.0263
"Bentleigh","39 Luckins Rd","4","h",1300000,"PI","Buxton","07-11-16",13,"3204","4","2","2",697,194,"1940","Glen Eira",-37.9318,145.0474
"Bentleigh","592 Centre Rd","3","h",1125000,"S","hockingstuart","08-10-16",13,"3204","3","1","2",584,116,"1948","Glen Eira",-37.9199,145.0477
